year,month,country,iso3c,sex,category,value
2010,4,algieria,DZA,m,temporary,3
2010,4,armenia,ARM,m,temporary,9
2010,4,australia,AUS,m,temporary,2
2010,4,bangladesz,BGD,m,temporary,1
2010,4,białoruś,BLR,m,temporary,9
2010,4,bułgaria,BGR,m,temporary,33
2010,4,chiny,CHN,m,temporary,1
2010,4,chorwacja,HRV,m,temporary,2
2010,4,czechy,CZE,m,temporary,4
2010,4,dania,DNK,m,temporary,1
2010,4,estonia,EST,m,temporary,1
2010,4,francja,FRA,m,temporary,2
2010,4,grecja,GRC,m,temporary,1
2010,4,gruzja,GEO,m,temporary,17
2010,4,holandia,NLD,m,temporary,7
2010,4,indie,IND,m,temporary,1
2010,4,irak,IRQ,m,temporary,1
2010,4,izrael,ISR,m,temporary,2
2010,4,kamerun,CMR,m,temporary,3
2010,4,kolumbia,COL,m,temporary,6
2010,4,kongo,COG,m,temporary,1
2010,4,kuba,CUB,m,temporary,1
2010,4,liban,LBN,m,temporary,2
2010,4,litwa,LTU,m,temporary,20
2010,4,łotwa,LVA,m,temporary,3
2010,4,maroko,MAR,m,temporary,1
2010,4,mołdawia,MDA,m,temporary,2
2010,4,niemcy,DEU,m,temporary,18
2010,4,nigeria,NGA,m,temporary,6
2010,4,pakistan,PAK,m,temporary,1
2010,4,paragwaj,PRY,m,temporary,1
2010,4,rep.południowej afryki,ZAF,m,temporary,1
2010,4,rosja,RUS,m,temporary,24
2010,4,rumunia,ROU,m,temporary,25
2010,4,słowacja,SVK,m,temporary,1
2010,4,słowenia,SVN,m,temporary,1
2010,4,szwecja,SWE,m,temporary,3
2010,4,tadżykistan,TJK,m,temporary,1
2010,4,turcja,TUR,m,temporary,2
2010,4,ukraina,UKR,m,temporary,30
2010,4,uzbekistan,UZB,m,temporary,1
2010,4,węgry,HUN,m,temporary,2
2010,4,wielka brytania,GBR,m,temporary,2
2010,4,wietnam,VNM,m,temporary,33
2010,4,włochy,ITA,m,temporary,3
2010,4,zambia,ZMB,m,temporary,1
2010,4,bezpaństwowiec,,m,temporary,1
2010,4,afganistan,AFG,m,convicted,1
2010,4,algieria,DZA,m,convicted,1
2010,4,armenia,ARM,m,convicted,25
2010,4,azerbejdżan,AZE,m,convicted,2
2010,4,białoruś,BLR,m,convicted,20
2010,4,bułgaria,BGR,m,convicted,18
2010,4,chiny,CHN,m,convicted,1
2010,4,chorwacja,HRV,m,convicted,1
2010,4,czechy,CZE,m,convicted,6
2010,4,dania,DNK,m,convicted,1
2010,4,francja,FRA,m,convicted,1
2010,4,grecja,GRC,m,convicted,2
2010,4,gruzja,GEO,m,convicted,5
2010,4,holandia,NLD,m,convicted,3
2010,4,iran,IRN,m,convicted,1
2010,4,kazachstan,KAZ,m,convicted,2
2010,4,litwa,LTU,m,convicted,11
2010,4,łotwa,LVA,m,convicted,3
2010,4,macedonia,MKD,m,convicted,1
2010,4,maroko,MAR,m,convicted,1
2010,4,mołdawia,MDA,m,convicted,6
2010,4,niemcy,DEU,m,convicted,17
2010,4,nigeria,NGA,m,convicted,2
2010,4,pakistan,PAK,m,convicted,4
2010,4,portugalia,PRT,m,convicted,1
2010,4,rosja,RUS,m,convicted,22
2010,4,rumunia,ROU,m,convicted,14
2010,4,serbia,SRB,m,convicted,1
2010,4,słowacja,SVK,m,convicted,1
2010,4,syria,SYR,m,convicted,1
2010,4,szwajcaria,CHE,m,convicted,1
2010,4,szwecja,SWE,m,convicted,1
2010,4,turcja,TUR,m,convicted,5
2010,4,turkmenistan,TKM,m,convicted,1
2010,4,ukraina,UKR,m,convicted,75
2010,4,usa,USA,m,convicted,1
2010,4,węgry,HUN,m,convicted,1
2010,4,wielka brytania,GBR,m,convicted,3
2010,4,wietnam,VNM,m,convicted,5
2010,4,bezpaństwowiec,,m,convicted,1
2010,4,nieustalone,,m,convicted,1
2010,4,armenia,ARM,m,punished,1
2010,4,macedonia,MKD,m,punished,1
2010,4,niemcy,DEU,m,punished,1
2010,4,rumunia,ROU,m,punished,1
2010,4,armenia,ARM,k,temporary,1
2010,4,bułgaria,BGR,k,temporary,7
2010,4,łotwa,LVA,k,temporary,1
2010,4,paragwaj,PRY,k,temporary,1
2010,4,rosja,RUS,k,temporary,2
2010,4,rumunia,ROU,k,temporary,2
2010,4,ukraina,UKR,k,temporary,4
2010,4,wietnam,VNM,k,temporary,2
2010,4,belgia,BEL,k,convicted,1
2010,4,białoruś,BLR,k,convicted,3
2010,4,litwa,LTU,k,convicted,1
2010,4,rosja,RUS,k,convicted,1
2010,4,rumunia,ROU,k,convicted,1
2010,4,ukraina,UKR,k,convicted,1
2010,5,albania,ALB,m,temporary,1
2010,5,algieria,DZA,m,temporary,3
2010,5,armenia,ARM,m,temporary,9
2010,5,australia,AUS,m,temporary,1
2010,5,austria,AUT,m,temporary,1
2010,5,bangladesz,BGD,m,temporary,1
2010,5,belgia,BEL,m,temporary,2
2010,5,białoruś,BLR,m,temporary,11
2010,5,bułgaria,BGR,m,temporary,28
2010,5,chiny,CHN,m,temporary,1
2010,5,chorwacja,HRV,m,temporary,2
2010,5,czechy,CZE,m,temporary,5
2010,5,dania,DNK,m,temporary,1
2010,5,estonia,EST,m,temporary,1
2010,5,francja,FRA,m,temporary,2
2010,5,grecja,GRC,m,temporary,1
2010,5,gruzja,GEO,m,temporary,17
2010,5,holandia,NLD,m,temporary,7
2010,5,indie,IND,m,temporary,1
2010,5,irak,IRQ,m,temporary,1
2010,5,izrael,ISR,m,temporary,2
2010,5,kamerun,CMR,m,temporary,3
2010,5,kolumbia,COL,m,temporary,6
2010,5,kongo,COG,m,temporary,1
2010,5,kuba,CUB,m,temporary,1
2010,5,liban,LBN,m,temporary,1
2010,5,libia,LBY,m,temporary,1
2010,5,litwa,LTU,m,temporary,17
2010,5,łotwa,LVA,m,temporary,4
2010,5,maroko,MAR,m,temporary,1
2010,5,mołdawia,MDA,m,temporary,2
2010,5,mongolia,MNG,m,temporary,1
2010,5,niemcy,DEU,m,temporary,19
2010,5,nigeria,NGA,m,temporary,7
2010,5,pakistan,PAK,m,temporary,1
2010,5,paragwaj,PRY,m,temporary,1
2010,5,rep.południowej afryki,ZAF,m,temporary,1
2010,5,rosja,RUS,m,temporary,19
2010,5,rumunia,ROU,m,temporary,28
2010,5,słowacja,SVK,m,temporary,1
2010,5,słowenia,SVN,m,temporary,1
2010,5,syria,SYR,m,temporary,1
2010,5,szwecja,SWE,m,temporary,3
2010,5,tadżykistan,TJK,m,temporary,1
2010,5,turcja,TUR,m,temporary,2
2010,5,ukraina,UKR,m,temporary,24
2010,5,usa,USA,m,temporary,1
2010,5,uzbekistan,UZB,m,temporary,1
2010,5,węgry,HUN,m,temporary,3
2010,5,wietnam,VNM,m,temporary,35
2010,5,włochy,ITA,m,temporary,3
2010,5,zambia,ZMB,m,temporary,1
2010,5,bezpaństwowiec,,m,temporary,1
2010,5,afganistan,AFG,m,convicted,1
2010,5,algieria,DZA,m,convicted,1
2010,5,armenia,ARM,m,convicted,27
2010,5,azerbejdżan,AZE,m,convicted,2
2010,5,białoruś,BLR,m,convicted,19
2010,5,bułgaria,BGR,m,convicted,16
2010,5,chiny,CHN,m,convicted,1
2010,5,chorwacja,HRV,m,convicted,1
2010,5,czechy,CZE,m,convicted,6
2010,5,dania,DNK,m,convicted,1
2010,5,francja,FRA,m,convicted,1
2010,5,grecja,GRC,m,convicted,2
2010,5,gruzja,GEO,m,convicted,5
2010,5,holandia,NLD,m,convicted,3
2010,5,iran,IRN,m,convicted,1
2010,5,kazachstan,KAZ,m,convicted,2
2010,5,litwa,LTU,m,convicted,12
2010,5,łotwa,LVA,m,convicted,3
2010,5,macedonia,MKD,m,convicted,1
2010,5,maroko,MAR,m,convicted,1
2010,5,mołdawia,MDA,m,convicted,5
2010,5,niemcy,DEU,m,convicted,19
2010,5,nigeria,NGA,m,convicted,2
2010,5,pakistan,PAK,m,convicted,4
2010,5,rosja,RUS,m,convicted,29
2010,5,rumunia,ROU,m,convicted,11
2010,5,serbia,SRB,m,convicted,1
2010,5,słowacja,SVK,m,convicted,1
2010,5,syria,SYR,m,convicted,1
2010,5,szwajcaria,CHE,m,convicted,1
2010,5,szwecja,SWE,m,convicted,1
2010,5,turcja,TUR,m,convicted,6
2010,5,turkmenistan,TKM,m,convicted,1
2010,5,ukraina,UKR,m,convicted,70
2010,5,usa,USA,m,convicted,1
2010,5,węgry,HUN,m,convicted,2
2010,5,wielka brytania,GBR,m,convicted,3
2010,5,wietnam,VNM,m,convicted,6
2010,5,nieustalone,,m,convicted,1
2010,5,rumunia,ROU,m,punished,1
2010,5,armenia,ARM,k,temporary,1
2010,5,bułgaria,BGR,k,temporary,4
2010,5,paragwaj,PRY,k,temporary,1
2010,5,rosja,RUS,k,temporary,2
2010,5,rumunia,ROU,k,temporary,1
2010,5,ukraina,UKR,k,temporary,3
2010,5,wietnam,VNM,k,temporary,2
2010,5,belgia,BEL,k,convicted,1
2010,5,białoruś,BLR,k,convicted,2
2010,5,litwa,LTU,k,convicted,2
2010,5,rosja,RUS,k,convicted,1
2010,5,rumunia,ROU,k,convicted,2
2010,5,ukraina,UKR,k,convicted,1
2010,6,albania,ALB,m,temporary,1
2010,6,algieria,DZA,m,temporary,2
2010,6,armenia,ARM,m,temporary,11
2010,6,australia,AUS,m,temporary,1
2010,6,bangladesz,BGD,m,temporary,1
2010,6,belgia,BEL,m,temporary,2
2010,6,białoruś,BLR,m,temporary,11
2010,6,bułgaria,BGR,m,temporary,30
2010,6,chiny,CHN,m,temporary,1
2010,6,chorwacja,HRV,m,temporary,2
2010,6,czechy,CZE,m,temporary,3
2010,6,estonia,EST,m,temporary,1
2010,6,francja,FRA,m,temporary,2
2010,6,grecja,GRC,m,temporary,1
2010,6,gruzja,GEO,m,temporary,11
2010,6,hiszpania,ESP,m,temporary,1
2010,6,holandia,NLD,m,temporary,5
2010,6,indie,IND,m,temporary,1
2010,6,irak,IRQ,m,temporary,1
2010,6,izrael,ISR,m,temporary,3
2010,6,kamerun,CMR,m,temporary,3
2010,6,kanada,CAN,m,temporary,1
2010,6,kolumbia,COL,m,temporary,7
2010,6,kongo,COG,m,temporary,1
2010,6,kuba,CUB,m,temporary,1
2010,6,liban,LBN,m,temporary,1
2010,6,libia,LBY,m,temporary,1
2010,6,litwa,LTU,m,temporary,18
2010,6,łotwa,LVA,m,temporary,3
2010,6,maroko,MAR,m,temporary,1
2010,6,mołdawia,MDA,m,temporary,2
2010,6,mongolia,MNG,m,temporary,1
2010,6,niemcy,DEU,m,temporary,16
2010,6,nigeria,NGA,m,temporary,7
2010,6,pakistan,PAK,m,temporary,3
2010,6,palestyna,PSE,m,temporary,1
2010,6,paragwaj,PRY,m,temporary,1
2010,6,rep.południowej afryki,ZAF,m,temporary,1
2010,6,rosja,RUS,m,temporary,20
2010,6,rumunia,ROU,m,temporary,33
2010,6,serbia,SRB,m,temporary,1
2010,6,słowacja,SVK,m,temporary,2
2010,6,słowenia,SVN,m,temporary,1
2010,6,syria,SYR,m,temporary,1
2010,6,szwajcaria,CHE,m,temporary,1
2010,6,szwecja,SWE,m,temporary,3
2010,6,tadżykistan,TJK,m,temporary,1
2010,6,turcja,TUR,m,temporary,3
2010,6,ukraina,UKR,m,temporary,28
2010,6,usa,USA,m,temporary,1
2010,6,uzbekistan,UZB,m,temporary,1
2010,6,węgry,HUN,m,temporary,2
2010,6,wietnam,VNM,m,temporary,49
2010,6,włochy,ITA,m,temporary,3
2010,6,zambia,ZMB,m,temporary,1
2010,6,bezpaństwowiec,,m,temporary,1
2010,6,afganistan,AFG,m,convicted,1
2010,6,algieria,DZA,m,convicted,1
2010,6,armenia,ARM,m,convicted,25
2010,6,azerbejdżan,AZE,m,convicted,2
2010,6,białoruś,BLR,m,convicted,22
2010,6,bułgaria,BGR,m,convicted,14
2010,6,chiny,CHN,m,convicted,1
2010,6,chorwacja,HRV,m,convicted,1
2010,6,czechy,CZE,m,convicted,7
2010,6,francja,FRA,m,convicted,1
2010,6,grecja,GRC,m,convicted,2
2010,6,gruzja,GEO,m,convicted,4
2010,6,hiszpania,ESP,m,convicted,1
2010,6,holandia,NLD,m,convicted,3
2010,6,iran,IRN,m,convicted,1
2010,6,izrael,ISR,m,convicted,1
2010,6,kazachstan,KAZ,m,convicted,2
2010,6,litwa,LTU,m,convicted,15
2010,6,łotwa,LVA,m,convicted,3
2010,6,macedonia,MKD,m,convicted,2
2010,6,maroko,MAR,m,convicted,1
2010,6,mołdawia,MDA,m,convicted,5
2010,6,niemcy,DEU,m,convicted,18
2010,6,nigeria,NGA,m,convicted,2
2010,6,pakistan,PAK,m,convicted,4
2010,6,rosja,RUS,m,convicted,31
2010,6,rumunia,ROU,m,convicted,13
2010,6,serbia,SRB,m,convicted,1
2010,6,słowacja,SVK,m,convicted,1
2010,6,syria,SYR,m,convicted,1
2010,6,szwecja,SWE,m,convicted,1
2010,6,turcja,TUR,m,convicted,9
2010,6,turkmenistan,TKM,m,convicted,1
2010,6,ukraina,UKR,m,convicted,63
2010,6,usa,USA,m,convicted,1
2010,6,węgry,HUN,m,convicted,2
2010,6,wielka brytania,GBR,m,convicted,3
2010,6,wietnam,VNM,m,convicted,7
2010,6,bezpaństwowiec,,m,convicted,1
2010,6,litwa,LTU,m,punished,1
2010,6,armenia,ARM,k,temporary,1
2010,6,hiszpania,ESP,k,temporary,1
2010,6,paragwaj,PRY,k,temporary,1
2010,6,rosja,RUS,k,temporary,1
2010,6,rumunia,ROU,k,temporary,1
2010,6,słowacja,SVK,k,temporary,1
2010,6,szwecja,SWE,k,temporary,1
2010,6,ukraina,UKR,k,temporary,2
2010,6,wietnam,VNM,k,temporary,2
2010,6,belgia,BEL,k,convicted,1
2010,6,białoruś,BLR,k,convicted,2
2010,6,litwa,LTU,k,convicted,2
2010,6,rumunia,ROU,k,convicted,2
2010,6,ukraina,UKR,k,convicted,2
2010,7,albania,ALB,m,temporary,1
2010,7,algieria,DZA,m,temporary,2
2010,7,armenia,ARM,m,temporary,9
2010,7,australia,AUS,m,temporary,1
2010,7,bangladesz,BGD,m,temporary,1
2010,7,belgia,BEL,m,temporary,2
2010,7,białoruś,BLR,m,temporary,11
2010,7,bułgaria,BGR,m,temporary,29
2010,7,chiny,CHN,m,temporary,1
2010,7,chorwacja,HRV,m,temporary,2
2010,7,czechy,CZE,m,temporary,3
2010,7,francja,FRA,m,temporary,1
2010,7,grecja,GRC,m,temporary,1
2010,7,gruzja,GEO,m,temporary,13
2010,7,hiszpania,ESP,m,temporary,1
2010,7,holandia,NLD,m,temporary,5
2010,7,indie,IND,m,temporary,1
2010,7,irak,IRQ,m,temporary,1
2010,7,izrael,ISR,m,temporary,3
2010,7,kamerun,CMR,m,temporary,3
2010,7,kolumbia,COL,m,temporary,7
2010,7,kongo,COG,m,temporary,1
2010,7,kuba,CUB,m,temporary,1
2010,7,liban,LBN,m,temporary,1
2010,7,litwa,LTU,m,temporary,18
2010,7,łotwa,LVA,m,temporary,2
2010,7,maroko,MAR,m,temporary,1
2010,7,mołdawia,MDA,m,temporary,3
2010,7,mongolia,MNG,m,temporary,1
2010,7,niemcy,DEU,m,temporary,18
2010,7,nigeria,NGA,m,temporary,5
2010,7,pakistan,PAK,m,temporary,3
2010,7,paragwaj,PRY,m,temporary,1
2010,7,rosja,RUS,m,temporary,18
2010,7,rumunia,ROU,m,temporary,30
2010,7,serbia,SRB,m,temporary,1
2010,7,słowacja,SVK,m,temporary,2
2010,7,słowenia,SVN,m,temporary,1
2010,7,syria,SYR,m,temporary,1
2010,7,szwajcaria,CHE,m,temporary,1
2010,7,szwecja,SWE,m,temporary,2
2010,7,tadżykistan,TJK,m,temporary,1
2010,7,turcja,TUR,m,temporary,4
2010,7,ukraina,UKR,m,temporary,23
2010,7,usa,USA,m,temporary,1
2010,7,węgry,HUN,m,temporary,2
2010,7,wietnam,VNM,m,temporary,47
2010,7,włochy,ITA,m,temporary,2
2010,7,zambia,ZMB,m,temporary,1
2010,7,bezpaństwowiec,,m,temporary,1
2010,7,nieustalone,,m,temporary,1
2010,7,afganistan,AFG,m,convicted,1
2010,7,algieria,DZA,m,convicted,1
2010,7,armenia,ARM,m,convicted,22
2010,7,azerbejdżan,AZE,m,convicted,2
2010,7,białoruś,BLR,m,convicted,21
2010,7,bułgaria,BGR,m,convicted,19
2010,7,chiny,CHN,m,convicted,1
2010,7,chorwacja,HRV,m,convicted,1
2010,7,czechy,CZE,m,convicted,7
2010,7,francja,FRA,m,convicted,2
2010,7,grecja,GRC,m,convicted,2
2010,7,gruzja,GEO,m,convicted,5
2010,7,hiszpania,ESP,m,convicted,1
2010,7,holandia,NLD,m,convicted,1
2010,7,iran,IRN,m,convicted,1
2010,7,izrael,ISR,m,convicted,2
2010,7,kazachstan,KAZ,m,convicted,2
2010,7,litwa,LTU,m,convicted,15
2010,7,łotwa,LVA,m,convicted,4
2010,7,macedonia,MKD,m,convicted,2
2010,7,maroko,MAR,m,convicted,1
2010,7,mołdawia,MDA,m,convicted,4
2010,7,niemcy,DEU,m,convicted,19
2010,7,nigeria,NGA,m,convicted,2
2010,7,pakistan,PAK,m,convicted,4
2010,7,rosja,RUS,m,convicted,29
2010,7,rumunia,ROU,m,convicted,13
2010,7,serbia,SRB,m,convicted,1
2010,7,słowacja,SVK,m,convicted,1
2010,7,syria,SYR,m,convicted,1
2010,7,szwecja,SWE,m,convicted,1
2010,7,turcja,TUR,m,convicted,7
2010,7,ukraina,UKR,m,convicted,64
2010,7,usa,USA,m,convicted,1
2010,7,węgry,HUN,m,convicted,2
2010,7,wielka brytania,GBR,m,convicted,3
2010,7,wietnam,VNM,m,convicted,9
2010,7,bezpaństwowiec,,m,convicted,2
2010,7,litwa,LTU,m,punished,2
2010,7,armenia,ARM,k,temporary,1
2010,7,białoruś,BLR,k,temporary,1
2010,7,czechy,CZE,k,temporary,1
2010,7,hiszpania,ESP,k,temporary,1
2010,7,norwegia,NOR,k,temporary,1
2010,7,paragwaj,PRY,k,temporary,1
2010,7,rosja,RUS,k,temporary,1
2010,7,słowacja,SVK,k,temporary,1
2010,7,szwecja,SWE,k,temporary,1
2010,7,ukraina,UKR,k,temporary,4
2010,7,wietnam,VNM,k,temporary,3
2010,7,belgia,BEL,k,convicted,1
2010,7,białoruś,BLR,k,convicted,2
2010,7,litwa,LTU,k,convicted,2
2010,7,rumunia,ROU,k,convicted,2
2010,7,ukraina,UKR,k,convicted,2
2010,8,albania,ALB,m,temporary,1
2010,8,algieria,DZA,m,temporary,1
2010,8,armenia,ARM,m,temporary,8
2010,8,bangladesz,BGD,m,temporary,1
2010,8,belgia,BEL,m,temporary,1
2010,8,białoruś,BLR,m,temporary,9
2010,8,bułgaria,BGR,m,temporary,31
2010,8,chiny,CHN,m,temporary,1
2010,8,chorwacja,HRV,m,temporary,2
2010,8,czechy,CZE,m,temporary,3
2010,8,francja,FRA,m,temporary,2
2010,8,grecja,GRC,m,temporary,1
2010,8,gruzja,GEO,m,temporary,16
2010,8,hiszpania,ESP,m,temporary,1
2010,8,holandia,NLD,m,temporary,5
2010,8,indie,IND,m,temporary,1
2010,8,irak,IRQ,m,temporary,1
2010,8,izrael,ISR,m,temporary,2
2010,8,kamerun,CMR,m,temporary,3
2010,8,kolumbia,COL,m,temporary,7
2010,8,kongo,COG,m,temporary,1
2010,8,kuba,CUB,m,temporary,1
2010,8,liban,LBN,m,temporary,1
2010,8,litwa,LTU,m,temporary,23
2010,8,łotwa,LVA,m,temporary,3
2010,8,maroko,MAR,m,temporary,1
2010,8,mołdawia,MDA,m,temporary,4
2010,8,mongolia,MNG,m,temporary,1
2010,8,niemcy,DEU,m,temporary,14
2010,8,nigeria,NGA,m,temporary,6
2010,8,pakistan,PAK,m,temporary,3
2010,8,paragwaj,PRY,m,temporary,1
2010,8,rosja,RUS,m,temporary,17
2010,8,rumunia,ROU,m,temporary,29
2010,8,serbia,SRB,m,temporary,1
2010,8,słowacja,SVK,m,temporary,1
2010,8,słowenia,SVN,m,temporary,1
2010,8,sri lanka,LKA,m,temporary,1
2010,8,syria,SYR,m,temporary,1
2010,8,szwajcaria,CHE,m,temporary,1
2010,8,szwecja,SWE,m,temporary,2
2010,8,tadżykistan,TJK,m,temporary,1
2010,8,turcja,TUR,m,temporary,3
2010,8,ukraina,UKR,m,temporary,19
2010,8,usa,USA,m,temporary,3
2010,8,węgry,HUN,m,temporary,2
2010,8,wielka brytania,GBR,m,temporary,1
2010,8,wietnam,VNM,m,temporary,51
2010,8,włochy,ITA,m,temporary,1
2010,8,zambia,ZMB,m,temporary,1
2010,8,bezpaństwowiec,,m,temporary,1
2010,8,nieustalone,,m,temporary,1
2010,8,afganistan,AFG,m,convicted,1
2010,8,algieria,DZA,m,convicted,1
2010,8,armenia,ARM,m,convicted,23
2010,8,australia,AUS,m,convicted,1
2010,8,azerbejdżan,AZE,m,convicted,2
2010,8,białoruś,BLR,m,convicted,22
2010,8,bułgaria,BGR,m,convicted,21
2010,8,chiny,CHN,m,convicted,1
2010,8,chorwacja,HRV,m,convicted,1
2010,8,czechy,CZE,m,convicted,8
2010,8,francja,FRA,m,convicted,2
2010,8,grecja,GRC,m,convicted,4
2010,8,gruzja,GEO,m,convicted,5
2010,8,hiszpania,ESP,m,convicted,1
2010,8,holandia,NLD,m,convicted,1
2010,8,iran,IRN,m,convicted,1
2010,8,izrael,ISR,m,convicted,2
2010,8,kazachstan,KAZ,m,convicted,2
2010,8,litwa,LTU,m,convicted,14
2010,8,łotwa,LVA,m,convicted,3
2010,8,macedonia,MKD,m,convicted,2
2010,8,maroko,MAR,m,convicted,1
2010,8,mołdawia,MDA,m,convicted,4
2010,8,niemcy,DEU,m,convicted,19
2010,8,nigeria,NGA,m,convicted,2
2010,8,pakistan,PAK,m,convicted,4
2010,8,rosja,RUS,m,convicted,27
2010,8,rumunia,ROU,m,convicted,16
2010,8,serbia,SRB,m,convicted,1
2010,8,somalia,SOM,m,convicted,1
2010,8,szwecja,SWE,m,convicted,1
2010,8,turcja,TUR,m,convicted,7
2010,8,ukraina,UKR,m,convicted,61
2010,8,usa,USA,m,convicted,1
2010,8,węgry,HUN,m,convicted,2
2010,8,wielka brytania,GBR,m,convicted,3
2010,8,wietnam,VNM,m,convicted,7
2010,8,bezpaństwowiec,,m,convicted,1
2010,8,litwa,LTU,m,punished,3
2010,8,niemcy,DEU,m,punished,1
2010,8,rosja,RUS,m,punished,1
2010,8,armenia,ARM,k,temporary,1
2010,8,białoruś,BLR,k,temporary,1
2010,8,bułgaria,BGR,k,temporary,1
2010,8,hiszpania,ESP,k,temporary,1
2010,8,norwegia,NOR,k,temporary,1
2010,8,paragwaj,PRY,k,temporary,1
2010,8,rosja,RUS,k,temporary,1
2010,8,słowacja,SVK,k,temporary,1
2010,8,szwecja,SWE,k,temporary,1
2010,8,ukraina,UKR,k,temporary,4
2010,8,wietnam,VNM,k,temporary,2
2010,8,nieustalone,,k,temporary,1
2010,8,belgia,BEL,k,convicted,1
2010,8,białoruś,BLR,k,convicted,2
2010,8,litwa,LTU,k,convicted,1
2010,8,rumunia,ROU,k,convicted,2
2010,8,szwecja,SWE,k,convicted,1
2010,8,ukraina,UKR,k,convicted,3
2010,8,wielka brytania,GBR,k,punished,1
2010,9,albania,ALB,m,temporary,1
2010,9,algieria,DZA,m,temporary,1
2010,9,armenia,ARM,m,temporary,8
2010,9,bangladesz,BGD,m,temporary,1
2010,9,belgia,BEL,m,temporary,1
2010,9,białoruś,BLR,m,temporary,7
2010,9,bułgaria,BGR,m,temporary,30
2010,9,chiny,CHN,m,temporary,1
2010,9,chorwacja,HRV,m,temporary,2
2010,9,czechy,CZE,m,temporary,2
2010,9,francja,FRA,m,temporary,3
2010,9,gruzja,GEO,m,temporary,13
2010,9,hiszpania,ESP,m,temporary,1
2010,9,holandia,NLD,m,temporary,5
2010,9,indie,IND,m,temporary,1
2010,9,irak,IRQ,m,temporary,1
2010,9,izrael,ISR,m,temporary,1
2010,9,kamerun,CMR,m,temporary,3
2010,9,kolumbia,COL,m,temporary,7
2010,9,kongo,COG,m,temporary,1
2010,9,kuba,CUB,m,temporary,1
2010,9,liban,LBN,m,temporary,1
2010,9,litwa,LTU,m,temporary,36
2010,9,łotwa,LVA,m,temporary,4
2010,9,maroko,MAR,m,temporary,1
2010,9,mołdawia,MDA,m,temporary,3
2010,9,mongolia,MNG,m,temporary,1
2010,9,niemcy,DEU,m,temporary,16
2010,9,nigeria,NGA,m,temporary,5
2010,9,pakistan,PAK,m,temporary,2
2010,9,paragwaj,PRY,m,temporary,1
2010,9,rosja,RUS,m,temporary,15
2010,9,rumunia,ROU,m,temporary,32
2010,9,słowacja,SVK,m,temporary,2
2010,9,słowenia,SVN,m,temporary,1
2010,9,sri lanka,LKA,m,temporary,1
2010,9,syria,SYR,m,temporary,1
2010,9,szwajcaria,CHE,m,temporary,1
2010,9,szwecja,SWE,m,temporary,1
2010,9,turcja,TUR,m,temporary,3
2010,9,ukraina,UKR,m,temporary,24
2010,9,usa,USA,m,temporary,3
2010,9,węgry,HUN,m,temporary,2
2010,9,wielka brytania,GBR,m,temporary,1
2010,9,wietnam,VNM,m,temporary,51
2010,9,włochy,ITA,m,temporary,2
2010,9,bezpaństwowiec,,m,temporary,1
2010,9,algieria,DZA,m,convicted,1
2010,9,armenia,ARM,m,convicted,22
2010,9,australia,AUS,m,convicted,1
2010,9,azerbejdżan,AZE,m,convicted,2
2010,9,białoruś,BLR,m,convicted,24
2010,9,bułgaria,BGR,m,convicted,19
2010,9,chiny,CHN,m,convicted,1
2010,9,chorwacja,HRV,m,convicted,1
2010,9,czechy,CZE,m,convicted,7
2010,9,francja,FRA,m,convicted,2
2010,9,grecja,GRC,m,convicted,4
2010,9,gruzja,GEO,m,convicted,5
2010,9,hiszpania,ESP,m,convicted,1
2010,9,holandia,NLD,m,convicted,1
2010,9,iran,IRN,m,convicted,1
2010,9,izrael,ISR,m,convicted,2
2010,9,kazachstan,KAZ,m,convicted,2
2010,9,litwa,LTU,m,convicted,16
2010,9,łotwa,LVA,m,convicted,2
2010,9,macedonia,MKD,m,convicted,1
2010,9,maroko,MAR,m,convicted,1
2010,9,mołdawia,MDA,m,convicted,4
2010,9,niemcy,DEU,m,convicted,18
2010,9,nigeria,NGA,m,convicted,3
2010,9,pakistan,PAK,m,convicted,4
2010,9,rosja,RUS,m,convicted,26
2010,9,rumunia,ROU,m,convicted,18
2010,9,serbia,SRB,m,convicted,1
2010,9,somalia,SOM,m,convicted,1
2010,9,szwecja,SWE,m,convicted,2
2010,9,turcja,TUR,m,convicted,7
2010,9,ukraina,UKR,m,convicted,61
2010,9,usa,USA,m,convicted,1
2010,9,węgry,HUN,m,convicted,2
2010,9,wielka brytania,GBR,m,convicted,3
2010,9,wietnam,VNM,m,convicted,7
2010,9,bezpaństwowiec,,m,convicted,2
2010,9,gruzja,GEO,m,punished,1
2010,9,litwa,LTU,m,punished,2
2010,9,armenia,ARM,k,temporary,1
2010,9,białoruś,BLR,k,temporary,1
2010,9,czechy,CZE,k,temporary,1
2010,9,hiszpania,ESP,k,temporary,1
2010,9,norwegia,NOR,k,temporary,1
2010,9,paragwaj,PRY,k,temporary,1
2010,9,rosja,RUS,k,temporary,1
2010,9,szwecja,SWE,k,temporary,1
2010,9,ukraina,UKR,k,temporary,4
2010,9,wietnam,VNM,k,temporary,1
2010,9,belgia,BEL,k,convicted,1
2010,9,białoruś,BLR,k,convicted,2
2010,9,litwa,LTU,k,convicted,1
2010,9,rumunia,ROU,k,convicted,1
2010,9,słowacja,SVK,k,convicted,1
2010,9,szwecja,SWE,k,convicted,1
2010,9,ukraina,UKR,k,convicted,2
2010,9,wielka brytania,GBR,k,punished,1
2010,10,algieria,DZA,m,temporary,1
